,0,1
0,208.3514749438293,171.32599172269133
1,207.0710625690436,171.33820758181443
2,208.42024067558015,171.58714262894705
3,209.6890392594326,172.46602870306535
4,211.01679179571056,172.64845579307325
5,217.5154574563767,173.45752284640005
6,224.16279032292036,174.31486187910627
7,230.36957207647347,173.74636939376583
8,235.0756942550507,173.32548814539376
9,241.07649121051085,172.9972704129929
10,247.8527421659442,172.6923497952969
11,252.8475351237238,170.5343284347448
12,258.1060667947912,170.89812696874498
13,264.02689710990063,171.75781605490246
14,268.46931558845694,172.48027298607448
15,273.68995427690663,172.98601450894637
16,277.30728498004936,172.80239055764005
17,281.9532042757352,172.29260951578325
18,287.0,172.12650353411252
19,292.0,170.79806499031167
20,294.0,171.82528571588034
21,297.0,173.4919238669384
22,297.0,173.66823474029812
23,296.0,174.0
24,296.0,174.0
25,295.0,173.8755717678525
26,295.0,174.22469065261322
27,298.0,174.23067030598816
28,293.0,174.40163935571888
29,290.0,174.89016445881288
30,288.0,174.90318608467362
31,287.0,174.88911541218806
32,289.0,174.55059185055606
33,284.0,174.5645968249942
34,282.0,174.5785069479827
35,283.0,174.74673946376586
36,286.0,174.90106880225662
37,294.0,174.73114610517027
38,292.0,174.92601498357797
39,288.0,174.6197816768113
40,288.0,173.58283282750494
41,281.7676666793706,172.04354849660612
42,281.4415141398326,171.01996614535128
43,278.06316959592874,170.2079779125885
44,274.3071379656015,170.03519842392149
45,269.1001873879572,169.9803988652035
46,264.38029064229056,168.80815198883082
47,261.50172568782295,168.32275031911914
48,256.26629618186627,168.21924348914482
49,248.52161391426455,168.74205528959206
50,243.83438649993326,168.15132505193696
51,238.93323067077247,167.93042435470474
52,231.13973065887666,168.62363010112404
53,227.89862226330644,168.67688533854337
54,224.6598652841551,169.22009712058988
55,219.62877451086854,169.40003962536187
56,214.68058501900418,169.1290518635824
57,213.45245852244167,168.60630182613824
58,209.26848612661217,169.32092138573452
59,208.71884364238556,169.71515546686143
60,207.56356932715713,169.57111902768096
61,206.44981847753155,169.84615380660986
62,204.74851237198166,169.77783136636387
63,200.57542529974788,170.51943182191238
64,195.49484859913863,170.41169797436518
65,192.52509019360397,170.24248295190696
66,190.27078052825246,170.25196814708406
67,188.12367998622514,170.02773940053922
68,186.32132451522767,169.8717237885447
69,185.93139107792481,169.3313855699117
70,184.85038479668063,169.4987054334846
71,184.49960010469033,169.70072621490246
72,183.7226104023735,169.57981450778408
73,183.59974698845045,169.83029176485363
74,184.99041856907616,169.8108521261219
75,185.55353800054584,169.79152740048207
76,186.34426263861778,170.02978056461953
77,186.34426263861778,170.19375819507067
78,186.34426263861778,170.1471571844116
79,186.3344935373462,170.0057349783605
80,186.3344935373462,170.00727900720676
81,186.3344935373462,169.7240133409906
82,186.3344935373462,169.99045160831884
83,186.6178420441736,169.91811522535457
84,186.58770380509284,169.89074009280787
85,186.54954191388998,169.93060963880603
86,186.54954191388998,169.9803929613611
87,187.07330172420947,170.45315785688885
88,187.33463451308623,170.87745018733472
89,187.37631486226266,171.08024121797632
90,187.0943592890096,171.3643178842329
91,187.90015582510145,171.2096627182475
92,190.12594691917056,170.89671700502316
93,190.97821358152225,171.05394113403588
94,192.27566802802056,170.86170373576184
95,194.73154879301035,171.21867640465157
96,197.79115552306368,171.42188800234325
97,199.83593680848688,171.975135143222
98,203.1522967397361,172.42781088741634
99,205.12667951376875,172.18223481737348
100,206.4835586856444,172.46537076648855
101,209.76359501072073,171.88351932884223
102,213.2805475547204,171.3147754895211
103,219.23439218294052,171.08278752984657
104,225.92781534675166,171.68080571975324
105,231.27026369880684,171.816992970655
106,234.5786887201585,170.40387269649963
107,241.6296062637038,170.19192727026072
108,246.91594362567264,170.53767779197437
109,253.2572537937582,170.69788496356117
110,258.96843486875423,170.16274665229452
111,266.3073677587013,170.9818521027308
112,270.7934448262564,170.32458487072307
113,274.02998065729145,169.9629650996442
114,277.76292269902797,170.42942678539623
115,282.1694676382804,171.30786391570717
116,285.0,169.95432853858242
117,290.0,170.29726664172279
118,291.0,170.99277749570834
119,295.0,172.04372314858315
120,295.0,171.67055372910497
121,296.0,172.029732374289
122,296.0,171.87558414851875
123,296.0,171.4985456794984
124,295.0,170.79343137524057
125,292.0,171.32472047595678
126,295.0,172.04187345069602
127,294.0,172.41721927611985
128,291.0,172.43529072649184
129,292.0,172.62299663027912
130,293.0,172.38834714877154
131,287.8168120022276,172.55931483445931
132,289.2268138791428,172.38476421113523
133,297.0,172.57191860153455
134,298.0,172.39992486427033
135,297.0,172.39992486427033
136,299.0,172.4185809475627
137,297.0,172.0639424193994
138,293.0,172.24775760016965
139,291.0,171.54515322766446
140,286.0,169.80921048260296
141,280.16551805065,168.006950837235
142,283.0,168.00311315282207
143,281.0,166.80959100650514
144,281.0629996548014,166.85391438845807
145,276.0765274681533,167.53119294058646
146,270.8794280651589,166.73828904684842
147,266.04116525879044,166.8607350506789
148,263.7038583640206,165.37405887935347
149,258.7030943927264,164.58323263591097
